country,1964
Afghanistan,9.81M
Angola,5.46M
Albania,1.84M
Andorra,12.8k
UAE,160k
Argentina,21.8M
Armenia,2.12M
Antigua and Barbuda,59k
Australia,11.1M
Austria,7.22M
Azerbaijan,4.5M
Burundi,3.06M
Belgium,9.34M
Benin,2.7M
Burkina Faso,5.07M
Bangladesh,58.2M
Bulgaria,8.14M
Bahrain,194k
Bahamas,142k
Bosnia and Herzegovina,3.51M
Belarus,8.6M
Belize,102k
Bolivia,4.02M
Brazil,81.5M
Barbados,240k
Brunei,106k
Bhutan,253k
Botswana,566k
Central African Republic,1.84M
Canada,19.3M
Switzerland,5.79M
Chile,8.84M
China,705M
Cote d'Ivoire,4.27M
Cameroon,5.58M
"Congo, Dem. Rep.",17M
"Congo, Rep.",1.17M
Colombia,17.6M
Comoros,212k
Cape Verde,237k
Costa Rica,1.53M
Cuba,7.87M
Cyprus,613k
Czech Republic,9.67M
Germany,75.3M
Djibouti,103k
Dominica,62.6k
Denmark,4.72M
Dominican Republic,3.7M
Algeria,12.2M
Ecuador,5.15M
Egypt,29.9M
Eritrea,1.07M
Spain,31.7M
Estonia,1.28M
Ethiopia,23.7M
Finland,4.55M
Fiji,458k
France,48.3M
"Micronesia, Fed. Sts.",49.2k
Gabon,539k
UK,54M
Georgia,4.36M
Ghana,7.7M
Guinea,3.82M
Gambia,444k
Guinea-Bissau,589k
Equatorial Guinea,292k
Greece,8.5M
Grenada,97.8k
Guatemala,4.57M
Guyana,622k
"Hong Kong, China",3.14M
Honduras,2.31M
Holy See,877
Croatia,4.32M
Haiti,4.15M
Hungary,10.1M
Indonesia,98.8M
India,479M
Ireland,2.86M
Iran,24.3M
Iraq,7.93M
Iceland,189k
Israel,2.23M
Italy,51M
Jamaica,1.75M
Jordan,1.04M
Japan,99.9M
Kazakhstan,10.7M
Kenya,8.97M
Kyrgyz Republic,2.53M
Cambodia,5.95M
Kiribati,52.1k
St. Kitts and Nevis,52.3k
South Korea,28.7M
Kuwait,473k
Lao,2.32M
Lebanon,2.03M
Liberia,1.26M
Libya,1.75M
St. Lucia,96.5k
Liechtenstein,18.1k
Sri Lanka,10.7M
Lesotho,829k
Lithuania,2.93M
Luxembourg,326k
Latvia,2.23M
Morocco,12.9M
Monaco,22.7k
Moldova,3.33M
Madagascar,5.67M
Maldives,101k
Mexico,41.8M
Marshall Islands,16.9k
North Macedonia,1.51M
Mali,5.73M
Malta,329k
Myanmar,23.7M
Montenegro,497k
Mongolia,1.1M
Mozambique,7.26M
Mauritania,919k
Mauritius,737k
Malawi,4M
Malaysia,8.83M
Namibia,645k
Niger,3.94M
Nigeria,49M
Nicaragua,2.01M
Netherlands,12.1M
Norway,3.69M
Nepal,10.9M
Nauru,5520
New Zealand,2.59M
Oman,573k
Pakistan,50.8M
Panama,1.27M
Peru,11.4M
Philippines,31.6M
Palau,10.3k
Papua New Guinea,2.19M
Poland,31M
North Korea,12.9M
Portugal,8.9M
Paraguay,2.07M
Palestine,1.14M
Qatar,56.9k
Romania,18.7M
Russia,126M
Rwanda,3.33M
Saudi Arabia,2.82M
Sudan,9.53M
Senegal,3.74M
Singapore,1.82M
Solomon Islands,153k
Sierra Leone,2.42M
El Salvador,3.11M
San Marino,17k
Somalia,3.19M
Serbia,6.97M
South Sudan,3.13M
Sao Tome and Principe,70.9k
Suriname,309k
Slovak Republic,4.32M
Slovenia,1.66M
Sweden,7.66M
Eswatini,379k
Seychelles,47.1k
Syria,5.27M
Chad,3.31M
Togo,1.8M
Thailand,30.2M
Tajikistan,2.41M
Turkmenistan,1.86M
Timor-Leste,499k
Tonga,73.9k
Trinidad and Tobago,913k
Tunisia,4.49M
Turkey,31.5M
Tuvalu,5750
Taiwan,12.7M
Tanzania,11.1M
Uganda,8.59M
Ukraine,45M
Uruguay,2.65M
USA,193M
Uzbekistan,9.56M
St. Vincent and the Grenadines,89.7k
Venezuela,9.38M
Vietnam,36.2M
Vanuatu,72.2k
Samoa,125k
Yemen,6.05M
South Africa,18.5M
Zambia,3.58M
Zimbabwe,4.32M
