country,2008
Afghanistan,26.5M
Angola,21.6M
Albania,2.99M
Andorra,83.5k
UAE,6.3M
Argentina,40.4M
Armenia,2.96M
Antigua and Barbuda,82.9k
Australia,21.4M
Austria,8.32M
Azerbaijan,8.94M
Burundi,8.51M
Belgium,10.7M
Benin,9.23M
Burkina Faso,15.3M
Bangladesh,149M
Bulgaria,7.54M
Bahrain,1.12M
Bahamas,358k
Bosnia and Herzegovina,3.95M
Belarus,9.53M
Belize,304k
Bolivia,9.85M
Brazil,190M
Barbados,273k
Brunei,378k
Bhutan,686k
Botswana,1.95M
Central African Republic,4.56M
Canada,33.4M
Switzerland,7.64M
Chile,16.8M
China,1.33B
Cote d'Ivoire,21.5M
Cameroon,18.6M
"Congo, Dem. Rep.",64.4M
"Congo, Rep.",4.11M
Colombia,43.8M
Comoros,629k
Cape Verde,501k
Costa Rica,4.44M
Cuba,11.3M
Cyprus,1.09M
Czech Republic,10.4M
Germany,81.1M
Djibouti,893k
Dominica,68.9k
Denmark,5.49M
Dominican Republic,9.57M
Algeria,34.8M
Ecuador,14.6M
Egypt,85.9M
Eritrea,2.82M
Spain,46.2M
Estonia,1.34M
Ethiopia,85.5M
Finland,5.31M
Fiji,903k
France,62.8M
"Micronesia, Fed. Sts.",109k
Gabon,1.61M
UK,62M
Georgia,3.94M
Ghana,24.2M
Guinea,9.9M
Gambia,1.82M
Guinea-Bissau,1.49M
Equatorial Guinea,1.08M
Greece,11.1M
Grenada,111k
Guatemala,13.9M
Guyana,755k
"Hong Kong, China",7.02M
Honduras,8.01M
Holy See,8.01M
Croatia,4.31M
Haiti,9.53M
Hungary,10M
Indonesia,240M
India,1.21B
Ireland,4.49M
Iran,75.5M
Iraq,29M
Iceland,318k
Israel,7.08M
Italy,59.6M
Jamaica,2.73M
Jordan,6.99M
Japan,128M
Kazakhstan,16.4M
Kenya,39.2M
Kyrgyz Republic,5.34M
Cambodia,14.1M
Kiribati,104k
St. Kitts and Nevis,46.8k
South Korea,48.4M
Kuwait,2.65M
Lao,6.15M
Lebanon,4.93M
Liberia,3.82M
Libya,6.24M
St. Lucia,169k
Liechtenstein,35.4k
Sri Lanka,20.6M
Lesotho,1.97M
Lithuania,3.2M
Luxembourg,489k
Latvia,2.18M
Morocco,31.6M
Monaco,31.8k
Moldova,3.78M
Madagascar,20.9M
Maldives,336k
Mexico,110M
Marshall Islands,52k
North Macedonia,2.07M
Mali,14.9M
Malta,419k
Myanmar,48.4M
Montenegro,633k
Mongolia,2.63M
Mozambique,21.8M
Mauritania,3.18M
Mauritius,1.27M
Malawi,14M
Malaysia,27.6M
Namibia,2.05M
Niger,15.4M
Nigeria,158M
Nicaragua,5.58M
Netherlands,16.6M
Norway,4.77M
Nepal,27M
Nauru,10k
New Zealand,4.26M
Oman,2.63M
Pakistan,189M
Panama,3.5M
Peru,28.7M
Philippines,92.7M
Palau,19k
Papua New Guinea,7.18M
Poland,38M
North Korea,24.8M
Portugal,10.6M
Paraguay,5.61M
Palestine,3.83M
Qatar,1.43M
Romania,20.7M
Russia,144M
Rwanda,9.8M
Saudi Arabia,23.3M
Sudan,33.6M
Senegal,12M
Singapore,4.81M
Solomon Islands,509k
Sierra Leone,5.89M
El Salvador,6.03M
San Marino,29.7k
Somalia,11.7M
Serbia,7.45M
South Sudan,8.82M
Sao Tome and Principe,174k
Suriname,537k
Slovak Republic,5.38M
Slovenia,2.03M
Sweden,9.22M
Eswatini,1.1M
Seychelles,92.5k
Syria,21.6M
Chad,11.5M
Togo,6.37M
Thailand,67.6M
Tajikistan,7.34M
Turkmenistan,5.35M
Timor-Leste,1.03M
Tonga,107k
Trinidad and Tobago,1.37M
Tunisia,10.5M
Turkey,71.6M
Tuvalu,10.3k
Taiwan,23.1M
Tanzania,42.6M
Uganda,30.5M
Ukraine,46.8M
Uruguay,3.3M
USA,305M
Uzbekistan,27.5M
St. Vincent and the Grenadines,111k
Venezuela,28.1M
Vietnam,85.2M
Vanuatu,227k
Samoa,190k
Yemen,25.1M
South Africa,51.1M
Zambia,13M
Zimbabwe,13M
