country,1992
Afghanistan,13.3M
Angola,12.4M
Albania,3.28M
Andorra,60.2k
UAE,2.11M
Argentina,33.7M
Armenia,3.57M
Antigua and Barbuda,64.4k
Australia,17.5M
Austria,7.84M
Azerbaijan,7.41M
Burundi,5.86M
Belgium,10M
Benin,5.62M
Burkina Faso,9.63M
Bangladesh,116M
Bulgaria,8.56M
Bahrain,548k
Bahamas,286k
Bosnia and Herzegovina,4.23M
Belarus,10.2M
Belize,191k
Bolivia,7.43M
Brazil,154M
Barbados,260k
Brunei,270k
Bhutan,578k
Botswana,1.38M
Central African Republic,3.06M
Canada,28.5M
Switzerland,6.88M
Chile,13.9M
China,1.18B
Cote d'Ivoire,13.2M
Cameroon,12M
"Congo, Dem. Rep.",39.2M
"Congo, Rep.",2.52M
Colombia,33.8M
Comoros,465k
Cape Verde,393k
Costa Rica,3.28M
Cuba,10.8M
Cyprus,810k
Czech Republic,10.3M
Germany,80.9M
Djibouti,626k
Dominica,69.3k
Denmark,5.17M
Dominican Republic,7.45M
Algeria,26.6M
Ecuador,10.9M
Egypt,61.5M
Eritrea,1.8M
Spain,39.4M
Estonia,1.54M
Ethiopia,51.9M
Finland,5.04M
Fiji,785k
France,57.6M
"Micronesia, Fed. Sts.",105k
Gabon,1.04M
UK,57.7M
Georgia,5.29M
Ghana,16.2M
Guinea,6.91M
Gambia,1.15M
Guinea-Bissau,1.02M
Equatorial Guinea,511k
Greece,10.4M
Grenada,102k
Guatemala,9.52M
Guyana,750k
"Hong Kong, China",5.76M
Honduras,5.27M
Holy See,773
Croatia,4.78M
Haiti,7.14M
Hungary,10.4M
Indonesia,190M
India,903M
Ireland,3.56M
Iran,61.2M
Iraq,18.3M
Iceland,261k
Israel,4.96M
Italy,57.1M
Jamaica,2.42M
Jordan,4.13M
Japan,124M
Kazakhstan,17.3M
Kenya,24.4M
Kyrgyz Republic,4.6M
Cambodia,8.11M
Kiribati,77.6k
St. Kitts and Nevis,40.7k
South Korea,44.7M
Kuwait,1.63M
Lao,4.56M
Lebanon,3.75M
Liberia,2.07M
Libya,4.64M
St. Lucia,142k
Liechtenstein,29.7k
Sri Lanka,16.7M
Lesotho,1.87M
Lithuania,3.7M
Luxembourg,392k
Latvia,2.61M
Morocco,25.2M
Monaco,30.9k
Moldova,4.46M
Madagascar,12.8M
Maldives,239k
Mexico,86M
Marshall Islands,46.4k
North Macedonia,2.03M
Mali,9.55M
Malta,375k
Myanmar,41M
Montenegro,626k
Mongolia,2.24M
Mozambique,13.6M
Mauritania,2.09M
Mauritius,1.12M
Malawi,10.1M
Malaysia,18.8M
Namibia,1.46M
Niger,8.82M
Nigeria,102M
Nicaragua,4.36M
Netherlands,15.3M
Norway,4.29M
Nepal,20.6M
Nauru,10k
New Zealand,3.53M
Oman,1.94M
Pakistan,124M
Panama,2.56M
Peru,22.9M
Philippines,65.9M
Palau,16k
Papua New Guinea,4.17M
Poland,38.2M
North Korea,21.8M
Portugal,9.96M
Paraguay,4.25M
Palestine,2.32M
Qatar,470k
Romania,22.9M
Russia,149M
Rwanda,7.68M
Saudi Arabia,11.7M
Sudan,22.9M
Senegal,8.17M
Singapore,3.23M
Solomon Islands,352k
Sierra Leone,4.17M
El Salvador,5.59M
San Marino,24.1k
Somalia,6.5M
Serbia,7.86M
South Sudan,4.91M
Sao Tome and Principe,128k
Suriname,418k
Slovak Republic,5.31M
Slovenia,2M
Sweden,8.67M
Eswatini,943k
Seychelles,75.6k
Syria,13.4M
Chad,6.47M
Togo,4.23M
Thailand,56.5M
Tajikistan,5.65M
Turkmenistan,3.94M
Timor-Leste,799k
Tonga,100k
Trinidad and Tobago,1.27M
Tunisia,8.68M
Turkey,58M
Tuvalu,9040
Taiwan,21M
Tanzania,27.5M
Uganda,18.8M
Ukraine,52.3M
Uruguay,3.14M
USA,260M
Uzbekistan,21.5M
St. Vincent and the Grenadines,113k
Venezuela,20.8M
Vietnam,68.3M
Vanuatu,156k
Samoa,170k
Yemen,15M
South Africa,42.4M
Zambia,8.18M
Zimbabwe,10.7M
