country,1968
Afghanistan,10.8M
Angola,5.7M
Albania,2.07M
Andorra,17.2k
UAE,199k
Argentina,23.2M
Armenia,2.37M
Antigua and Barbuda,62.8k
Australia,12M
Austria,7.41M
Azerbaijan,4.98M
Burundi,3.38M
Belgium,9.55M
Benin,2.93M
Burkina Faso,5.42M
Bangladesh,65.4M
Bulgaria,8.37M
Bahrain,219k
Bahamas,170k
Bosnia and Herzegovina,3.7M
Belarus,8.89M
Belize,115k
Bolivia,4.39M
Brazil,90.7M
Barbados,249k
Brunei,126k
Bhutan,288k
Botswana,584k
Central African Republic,2.01M
Canada,20.7M
Switzerland,6.07M
Chile,9.51M
China,781M
Cote d'Ivoire,4.99M
Cameroon,6.13M
"Congo, Dem. Rep.",19M
"Congo, Rep.",1.32M
Colombia,19.8M
Comoros,230k
Cape Verde,270k
Costa Rica,1.74M
Cuba,8.51M
Cyprus,635k
Czech Republic,9.78M
Germany,77.3M
Djibouti,128k
Dominica,66.7k
Denmark,4.86M
Dominican Republic,4.16M
Algeria,13.2M
Ecuador,5.8M
Egypt,33M
Eritrea,1.18M
Spain,33.2M
Estonia,1.33M
Ethiopia,26.3M
Finland,4.63M
Fiji,510k
France,49.9M
"Micronesia, Fed. Sts.",55.5k
Gabon,572k
UK,55.2M
Georgia,4.66M
Ghana,8.48M
Guinea,4.12M
Gambia,495k
Guinea-Bissau,578k
Equatorial Guinea,319k
Greece,8.72M
Grenada,98.1k
Guatemala,5.12M
Guyana,676k
"Hong Kong, China",3.07M
Honduras,2.59M
Holy See,718
Croatia,4.42M
Haiti,4.47M
Hungary,10.2M
Indonesia,109M
India,523M
Ireland,2.92M
Iran,27.4M
Iraq,9.09M
Iceland,202k
Israel,2.65M
Italy,52.7M
Jamaica,1.83M
Jordan,1.37M
Japan,104M
Kazakhstan,11.9M
Kenya,10.5M
Kyrgyz Republic,2.86M
Cambodia,6.47M
Kiribati,55.5k
St. Kitts and Nevis,47.2k
South Korea,31.2M
Kuwait,688k
Lao,2.55M
Lebanon,2.27M
Liberia,1.39M
Libya,1.95M
St. Lucia,101k
Liechtenstein,20.1k
Sri Lanka,11.7M
Lesotho,948k
Lithuania,3.07M
Luxembourg,337k
Latvia,2.32M
Morocco,14.3M
Monaco,23.4k
Moldova,3.55M
Madagascar,6.31M
Maldives,116k
Mexico,47.7M
Marshall Islands,19.9k
North Macedonia,1.61M
Mali,6.08M
Malta,324k
Myanmar,26M
Montenegro,519k
Mongolia,1.23M
Mozambique,7.89M
Mauritania,1.03M
Mauritius,799k
Malawi,4.41M
Malaysia,9.73M
Namibia,716k
Niger,4.4M
Nigeria,53.4M
Nicaragua,2.28M
Netherlands,12.7M
Norway,3.82M
Nepal,11.9M
Nauru,6330
New Zealand,2.75M
Oman,629k
Pakistan,56.8M
Panama,1.43M
Peru,12.8M
Philippines,35.6M
Palau,11.1k
Papua New Guinea,2.39M
Poland,32.1M
North Korea,14.4M
Portugal,8.81M
Paraguay,2.28M
Palestine,1.12M
Qatar,91.7k
Romania,19.4M
Russia,129M
Rwanda,3.74M
Saudi Arabia,3.28M
Sudan,10.9M
Senegal,4.21M
Singapore,2.01M
Solomon Islands,168k
Sierra Leone,2.61M
El Salvador,3.48M
San Marino,17.9k
Somalia,3.55M
Serbia,7.21M
South Sudan,3.32M
Sao Tome and Principe,74.8k
Suriname,355k
Slovak Republic,4.47M
Slovenia,1.72M
Sweden,7.91M
Eswatini,419k
Seychelles,51.9k
Syria,5.98M
Chad,3.58M
Togo,2.08M
Thailand,34M
Tajikistan,2.75M
Turkmenistan,2.08M
Timor-Leste,534k
Tonga,81.4k
Trinidad and Tobago,969k
Tunisia,4.88M
Turkey,34.9M
Tuvalu,5620
Taiwan,14.2M
Tanzania,12.6M
Uganda,9.71M
Ukraine,46.6M
Uruguay,2.75M
USA,203M
Uzbekistan,11M
St. Vincent and the Grenadines,94.1k
Venezuela,10.7M
Vietnam,39.7M
Vanuatu,81.3k
Samoa,136k
Yemen,6.69M
South Africa,21M
Zambia,4.07M
Zimbabwe,4.9M
