country,1956
Afghanistan,8.45M
Angola,4.9M
Albania,1.46M
Andorra,6770
UAE,107k
Argentina,19M
Armenia,1.63M
Antigua and Barbuda,51.4k
Australia,9.42M
Austria,6.95M
Azerbaijan,3.55M
Burundi,2.56M
Belgium,8.88M
Benin,2.38M
Burkina Faso,4.53M
Bangladesh,46.9M
Bulgaria,7.59M
Bahrain,142k
Bahamas,97.5k
Bosnia and Herzegovina,3.02M
Belarus,7.68M
Belize,82.1k
Bolivia,3.42M
Brazil,64M
Barbados,225k
Brunei,69.5k
Bhutan,200k
Botswana,474k
Central African Republic,1.59M
Canada,16.2M
Switzerland,5.07M
Chile,7.49M
China,617M
Cote d'Ivoire,3.23M
Cameroon,4.79M
"Congo, Dem. Rep.",13.9M
"Congo, Rep.",957k
Colombia,13.9M
Comoros,183k
Cape Verde,198k
Costa Rica,1.14M
Cuba,6.68M
Cyprus,543k
Czech Republic,9.36M
Germany,70.6M
Djibouti,75.4k
Dominica,54k
Denmark,4.47M
Dominican Republic,2.87M
Algeria,10.5M
Ecuador,4.11M
Egypt,24.4M
Eritrea,903k
Spain,29.3M
Estonia,1.18M
Ethiopia,19.8M
Finland,4.28M
Fiji,359k
France,44.6M
"Micronesia, Fed. Sts.",38.1k
Gabon,493k
UK,51.4M
Georgia,3.79M
Ghana,6.11M
Guinea,3.32M
Gambia,358k
Guinea-Bissau,567k
Equatorial Guinea,252k
Greece,8.06M
Grenada,85.8k
Guatemala,3.63M
Guyana,501k
"Hong Kong, China",2.59M
Honduras,1.84M
Holy See,909
Croatia,4.11M
Haiti,3.59M
Hungary,9.85M
Indonesia,79.3M
India,397M
Ireland,2.88M
Iran,19.2M
Iraq,6.51M
Iceland,161k
Israel,1.66M
Italy,48.4M
Jamaica,1.57M
Jordan,669k
Japan,93.3M
Kazakhstan,8.26M
Kenya,6.73M
Kyrgyz Republic,1.99M
Cambodia,5M
Kiribati,43k
St. Kitts and Nevis,53k
South Korea,22.9M
Kuwait,207k
Lao,1.94M
Lebanon,1.6M
Liberia,1.04M
Libya,1.28M
St. Lucia,93.5k
Liechtenstein,15.2k
Sri Lanka,8.81M
Lesotho,657k
Lithuania,2.61M
Luxembourg,307k
Latvia,2.02M
Morocco,10.4M
Monaco,20.7k
Moldova,2.83M
Madagascar,4.61M
Maldives,83.3k
Mexico,32.6M
Marshall Islands,13.6k
North Macedonia,1.37M
Mali,5.11M
Malta,322k
Myanmar,20M
Montenegro,447k
Mongolia,868k
Mozambique,6.36M
Mauritania,748k
Mauritius,615k
Malawi,3.32M
Malaysia,7.16M
Namibia,555k
Niger,3.12M
Nigeria,41.7M
Nicaragua,1.58M
Netherlands,10.9M
Norway,3.46M
Nepal,9.43M
Nauru,4020
New Zealand,2.18M
Oman,496k
Pakistan,41.1M
Panama,1.01M
Peru,9.07M
Philippines,23.8M
Palau,8590
Papua New Guinea,1.79M
Poland,27.5M
North Korea,10.6M
Portugal,8.7M
Paraguay,1.72M
Palestine,1.01M
Qatar,29.5k
Romania,17.7M
Russia,113M
Rwanda,2.66M
Saudi Arabia,2.11M
Sudan,7.4M
Senegal,2.99M
Singapore,1.39M
Solomon Islands,125k
Sierra Leone,2.15M
El Salvador,2.52M
San Marino,14k
Somalia,2.6M
Serbia,6.42M
South Sudan,2.75M
Sao Tome and Principe,65.2k
Suriname,232k
Slovak Republic,3.87M
Slovenia,1.55M
Sweden,7.32M
Eswatini,315k
Seychelles,40.6k
Syria,4.16M
Chad,2.82M
Togo,1.56M
Thailand,24M
Tajikistan,1.87M
Turkmenistan,1.46M
Timor-Leste,443k
Tonga,59.1k
Trinidad and Tobago,762k
Tunisia,4.08M
Turkey,25.1M
Tuvalu,5390
Taiwan,9.47M
Tanzania,8.87M
Uganda,6.81M
Ukraine,40.4M
Uruguay,2.4M
USA,169M
Uzbekistan,7.25M
St. Vincent and the Grenadines,74.1k
Venezuela,7.02M
Vietnam,28.9M
Vanuatu,57.9k
Samoa,101k
Yemen,5.1M
South Africa,14.9M
Zambia,2.79M
Zimbabwe,3.37M
