country,2012
Afghanistan,30.6M
Angola,25.2M
Albania,2.91M
Andorra,76.8k
UAE,7.5M
Argentina,42.2M
Armenia,2.92M
Antigua and Barbuda,87.3k
Australia,22.9M
Austria,8.43M
Azerbaijan,9.38M
Burundi,10.1M
Belgium,11.1M
Benin,10.4M
Burkina Faso,17.2M
Bangladesh,155M
Bulgaria,7.32M
Bahrain,1.22M
Bahamas,375k
Bosnia and Herzegovina,3.67M
Belarus,9.46M
Belize,334k
Bolivia,10.5M
Brazil,197M
Barbados,277k
Brunei,406k
Bhutan,717k
Botswana,2.11M
Central African Republic,4.61M
Canada,34.9M
Switzerland,8M
Chile,17.5M
China,1.37B
Cote d'Ivoire,23.5M
Cameroon,20.8M
"Congo, Dem. Rep.",73.3M
"Congo, Rep.",4.74M
Colombia,45.7M
Comoros,682k
Cape Verde,512k
Costa Rica,4.66M
Cuba,11.3M
Cyprus,1.17M
Czech Republic,10.5M
Germany,80.9M
Djibouti,967k
Dominica,69.1k
Denmark,5.59M
Dominican Republic,10.1M
Algeria,37.6M
Ecuador,15.6M
Egypt,93.2M
Eritrea,3.04M
Spain,47M
Estonia,1.32M
Ethiopia,95.8M
Finland,5.41M
Fiji,915k
France,64.1M
"Micronesia, Fed. Sts.",108k
Gabon,1.85M
UK,64M
Georgia,3.84M
Ghana,26.7M
Guinea,10.9M
Gambia,2.04M
Guinea-Bissau,1.65M
Equatorial Guinea,1.29M
Greece,11M
Grenada,113k
Guatemala,15.1M
Guyana,746k
"Hong Kong, China",7.2M
Honduras,8.72M
Holy See,8.72M
Croatia,4.26M
Haiti,10.1M
Hungary,9.92M
Indonesia,253M
India,1.28B
Ireland,4.6M
Iran,79.4M
Iraq,33.7M
Iceland,321k
Israel,7.61M
Italy,60.5M
Jamaica,2.77M
Jordan,7.59M
Japan,128M
Kazakhstan,17.3M
Kenya,43.9M
Kyrgyz Republic,5.7M
Cambodia,14.9M
Kiribati,112k
St. Kitts and Nevis,47k
South Korea,49.6M
Kuwait,3.34M
Lao,6.52M
Lebanon,5.24M
Liberia,4.37M
Libya,6.18M
St. Lucia,173k
Liechtenstein,36.6k
Sri Lanka,21.2M
Lesotho,2.03M
Lithuania,2.99M
Luxembourg,531k
Latvia,2.03M
Morocco,33.4M
Monaco,34.7k
Moldova,3.48M
Madagascar,23.5M
Maldives,387k
Mexico,117M
Marshall Islands,51.4k
North Macedonia,2.03M
Mali,17M
Malta,427k
Myanmar,49.8M
Montenegro,634k
Mongolia,2.8M
Mozambique,24.3M
Mauritania,3.62M
Mauritius,1.29M
Malawi,15.7M
Malaysia,29.7M
Namibia,2.19M
Niger,17.8M
Nigeria,176M
Nicaragua,5.9M
Netherlands,16.9M
Norway,5.02M
Nepal,27.5M
Nauru,10.3k
New Zealand,4.41M
Oman,3.55M
Pakistan,208M
Panama,3.76M
Peru,29.6M
Philippines,100M
Palau,17.8k
Papua New Guinea,8.08M
Poland,38.2M
North Korea,25.2M
Portugal,10.5M
Paraguay,5.9M
Palestine,4.22M
Qatar,1.91M
Romania,20.2M
Russia,144M
Rwanda,10.8M
Saudi Arabia,27.1M
Sudan,36.9M
Senegal,13.3M
Singapore,5.29M
Solomon Islands,574k
Sierra Leone,6.55M
El Salvador,6.11M
San Marino,33.5k
Somalia,12.5M
Serbia,7.32M
South Sudan,10.8M
Sao Tome and Principe,189k
Suriname,563k
Slovak Republic,5.4M
Slovenia,2.05M
Sweden,9.52M
Eswatini,1.12M
Seychelles,99.5k
Syria,22.8M
Chad,13.2M
Togo,7.1M
Thailand,69.4M
Tajikistan,8.01M
Turkmenistan,5.81M
Timor-Leste,1.13M
Tonga,107k
Trinidad and Tobago,1.4M
Tunisia,11M
Turkey,75.2M
Tuvalu,10.9k
Taiwan,23.3M
Tanzania,47.4M
Uganda,34.3M
Ukraine,46.2M
Uruguay,3.34M
USA,317M
Uzbekistan,29.3M
St. Vincent and the Grenadines,109k
Venezuela,29.6M
Vietnam,89.5M
Vanuatu,249k
Samoa,196k
Yemen,28.4M
South Africa,53.8M
Zambia,14.9M
Zimbabwe,13.8M
