country,1948
Afghanistan,7.53M
Angola,4.39M
Albania,1.21M
Andorra,5800
UAE,72k
Argentina,16.4M
Armenia,1.34M
Antigua and Barbuda,44.4k
Australia,7.89M
Austria,6.9M
Azerbaijan,3.04M
Burundi,2.18M
Belgium,8.55M
Benin,2.18M
Burkina Faso,4.09M
Bangladesh,40.3M
Bulgaria,7.13M
Bahrain,116k
Bahamas,80.9k
Bosnia and Herzegovina,2.63M
Belarus,7.01M
Belize,66.7k
Bolivia,3.04M
Brazil,50.6M
Barbados,206k
Brunei,45.9k
Bhutan,178k
Botswana,397k
Central African Republic,1.39M
Canada,13.2M
Switzerland,4.59M
Chile,6.37M
China,534M
Cote d'Ivoire,2.61M
Cameroon,4.18M
"Congo, Dem. Rep.",11.8M
"Congo, Rep.",804k
Colombia,11.2M
Comoros,158k
Cape Verde,187k
Costa Rica,865k
Cuba,5.67M
Cyprus,483k
Czech Republic,8.83M
Germany,69.8M
Djibouti,59.9k
Dominica,49.2k
Denmark,4.19M
Dominican Republic,2.23M
Algeria,8.73M
Ecuador,3.31M
Egypt,20.1M
Eritrea,787k
Spain,27.6M
Estonia,1.1M
Ethiopia,17.4M
Finland,3.94M
Fiji,299k
France,41.4M
"Micronesia, Fed. Sts.",31.3k
Gabon,462k
UK,49.7M
Georgia,3.42M
Ghana,4.86M
Guinea,2.91M
Gambia,296k
Guinea-Bissau,527k
Equatorial Guinea,212k
Greece,7.57M
Grenada,78.3k
Guatemala,2.91M
Guyana,399k
"Hong Kong, China",1.82M
Honduras,1.48M
Holy See,905
Croatia,3.81M
Haiti,3.18M
Hungary,9.29M
Indonesia,66.5M
India,346M
Ireland,2.92M
Iran,16M
Iraq,5.31M
Iceland,138k
Israel,1.19M
Italy,45.8M
Jamaica,1.37M
Jordan,393k
Japan,84.2M
Kazakhstan,6.54M
Kenya,5.53M
Kyrgyz Republic,1.71M
Cambodia,4.09M
Kiribati,37.1k
St. Kitts and Nevis,45.8k
South Korea,18.8M
Kuwait,146k
Lao,1.53M
Lebanon,1.29M
Liberia,883k
Libya,1.07M
St. Lucia,90.9k
Liechtenstein,13.5k
Sri Lanka,7.46M
Lesotho,559k
Lithuania,2.41M
Luxembourg,296k
Latvia,1.91M
Morocco,8.61M
Monaco,20.3k
Moldova,2.46M
Madagascar,3.8M
Maldives,74.6k
Mexico,25.9M
Marshall Islands,14.7k
North Macedonia,1.23M
Mali,4.54M
Malta,288k
Myanmar,17.2M
Montenegro,403k
Mongolia,770k
Mozambique,5.7M
Mauritania,632k
Mauritius,505k
Malawi,2.84M
Malaysia,5.86M
Namibia,495k
Niger,2.49M
Nigeria,35.9M
Nicaragua,1.26M
Netherlands,9.86M
Norway,3.2M
Nepal,7.82M
Nauru,3290
New Zealand,1.85M
Oman,450k
Pakistan,34.4M
Panama,819k
Peru,7.38M
Philippines,17.9M
Palau,7300
Papua New Guinea,1.42M
Poland,25.2M
North Korea,10.8M
Portugal,8.27M
Paraguay,1.42M
Palestine,915k
Qatar,23.1k
Romania,16.2M
Russia,101M
Rwanda,2.07M
Saudi Arabia,1.66M
Sudan,6.1M
Senegal,2.45M
Singapore,943k
Solomon Islands,106k
Sierra Leone,1.93M
El Salvador,2.09M
San Marino,13.1k
Somalia,2.14M
Serbia,5.8M
South Sudan,2.46M
Sao Tome and Principe,60.8k
Suriname,189k
Slovak Republic,3.42M
Slovenia,1.42M
Sweden,6.89M
Eswatini,261k
Seychelles,37.6k
Syria,3.49M
Chad,2.44M
Togo,1.35M
Thailand,19.3M
Tajikistan,1.48M
Turkmenistan,1.23M
Timor-Leste,412k
Tonga,46.7k
Trinidad and Tobago,613k
Tunisia,3.49M
Turkey,20.2M
Tuvalu,4700
Taiwan,6.57M
Tanzania,7.31M
Uganda,5.52M
Ukraine,36.5M
Uruguay,2.18M
USA,150M
Uzbekistan,6.05M
St. Vincent and the Grenadines,60.3k
Venezuela,5.15M
Vietnam,23.8M
Vanuatu,50.5k
Samoa,84.5k
Yemen,4.5M
South Africa,12.5M
Zambia,2.23M
Zimbabwe,2.67M
