country,1976
Afghanistan,13.1M
Angola,7.07M
Albania,2.51M
Andorra,29.4k
UAE,616k
Argentina,26.3M
Armenia,2.82M
Antigua and Barbuda,63.8k
Australia,14M
Austria,7.56M
Azerbaijan,5.79M
Burundi,3.88M
Belgium,9.76M
Benin,3.53M
Burkina Faso,6.28M
Bangladesh,79.9M
Bulgaria,8.76M
Bahrain,298k
Bahamas,215k
Bosnia and Herzegovina,4M
Belarus,9.38M
Belize,133k
Bolivia,5.26M
Brazil,110M
Barbados,251k
Brunei,164k
Bhutan,378k
Botswana,759k
Central African Republic,2.35M
Canada,23.5M
Switzerland,6.3M
Chile,10.8M
China,930M
Cote d'Ivoire,7.06M
Cameroon,7.6M
"Congo, Dem. Rep.",23.6M
"Congo, Rep.",1.67M
Colombia,23.9M
Comoros,298k
Cape Verde,309k
Costa Rica,2.15M
Cuba,9.57M
Cyprus,662k
Czech Republic,10.1M
Germany,78.4M
Djibouti,231k
Dominica,72k
Denmark,5.07M
Dominican Republic,5.18M
Algeria,16.4M
Ecuador,7.32M
Egypt,39.8M
Eritrea,1.44M
Spain,36.2M
Estonia,1.43M
Ethiopia,32.5M
Finland,4.73M
Fiji,586k
France,53M
"Micronesia, Fed. Sts.",69k
Gabon,678k
UK,56.2M
Georgia,5.02M
Ghana,10.6M
Guinea,4.73M
Gambia,626k
Guinea-Bissau,694k
Equatorial Guinea,281k
Greece,9.16M
Grenada,97.6k
Guatemala,6.26M
Guyana,752k
"Hong Kong, China",4.55M
Honduras,3.29M
Holy See,734
Croatia,4.57M
Haiti,5.2M
Hungary,10.6M
Indonesia,135M
India,626M
Ireland,3.23M
Iran,34.8M
Iraq,11.9M
Iceland,220k
Israel,3.4M
Italy,55.5M
Jamaica,2.05M
Jordan,1.96M
Japan,115M
Kazakhstan,14M
Kenya,14M
Kyrgyz Republic,3.45M
Cambodia,6.13M
Kiribati,60.7k
St. Kitts and Nevis,43.5k
South Korea,36.4M
Kuwait,1.18M
Lao,3.06M
Lebanon,2.73M
Liberia,1.72M
Libya,2.72M
St. Lucia,112k
Liechtenstein,23.6k
Sri Lanka,13.8M
Lesotho,1.25M
Lithuania,3.32M
Luxembourg,356k
Latvia,2.47M
Morocco,17.6M
Monaco,25.9k
Moldova,3.88M
Madagascar,7.98M
Maldives,148k
Mexico,60.6M
Marshall Islands,27k
North Macedonia,1.83M
Mali,6.96M
Malta,335k
Myanmar,30.8M
Montenegro,563k
Mongolia,1.53M
Mozambique,9.87M
Mauritania,1.32M
Mauritius,900k
Malawi,5.44M
Malaysia,11.8M
Namibia,907k
Niger,5.46M
Nigeria,65.3M
Nicaragua,2.9M
Netherlands,13.8M
Norway,4.03M
Nepal,14.2M
Nauru,7060
New Zealand,3.13M
Oman,815k
Pakistan,71.6M
Panama,1.78M
Peru,15.7M
Philippines,43.2M
Palau,12.6k
Papua New Guinea,2.88M
Poland,34.3M
North Korea,17.2M
Portugal,9.31M
Paraguay,2.76M
Palestine,1.32M
Qatar,209k
Romania,21.5M
Russia,135M
Rwanda,4.75M
Saudi Arabia,4.81M
Sudan,14.6M
Senegal,5.31M
Singapore,2.3M
Solomon Islands,207k
Sierra Leone,3.03M
El Salvador,4.21M
San Marino,19.1k
Somalia,4.37M
Serbia,7.62M
South Sudan,3.92M
Sao Tome and Principe,88.9k
Suriname,388k
Slovak Republic,4.79M
Slovenia,1.83M
Sweden,8.22M
Eswatini,523k
Seychelles,62.7k
Syria,7.82M
Chad,4.25M
Togo,2.64M
Thailand,41.9M
Tajikistan,3.54M
Turkmenistan,2.56M
Timor-Leste,608k
Tonga,95.3k
Trinidad and Tobago,1.07M
Tunisia,6M
Turkey,41.9M
Tuvalu,6400
Taiwan,16.7M
Tanzania,16.7M
Uganda,12M
Ukraine,49.1M
Uruguay,2.89M
USA,221M
Uzbekistan,14M
St. Vincent and the Grenadines,101k
Venezuela,13.6M
Vietnam,47.7M
Vanuatu,103k
Samoa,157k
Yemen,8.38M
South Africa,26.4M
Zambia,5.14M
Zimbabwe,6.29M
