country,2004
Afghanistan,23.6M
Angola,18.6M
Albania,3.1M
Andorra,74.3k
UAE,4.43M
Argentina,38.8M
Armenia,3.02M
Antigua and Barbuda,78.7k
Australia,20M
Austria,8.17M
Azerbaijan,8.49M
Burundi,7.31M
Belgium,10.4M
Benin,8.16M
Burkina Faso,13.5M
Bangladesh,143M
Bulgaria,7.75M
Bahrain,871k
Bahamas,340k
Bosnia and Herzegovina,4.14M
Belarus,9.74M
Belize,272k
Bolivia,9.2M
Brazil,183M
Barbados,267k
Brunei,353k
Bhutan,651k
Botswana,1.81M
Central African Republic,4.19M
Canada,32.1M
Switzerland,7.38M
Chile,16.2M
China,1.3B
Cote d'Ivoire,19.6M
Cameroon,16.6M
"Congo, Dem. Rep.",57M
"Congo, Rep.",3.57M
Colombia,41.5M
Comoros,581k
Cape Verde,479k
Costa Rica,4.2M
Cuba,11.2M
Cyprus,1.02M
Czech Republic,10.3M
Germany,82.1M
Djibouti,826k
Dominica,68.6k
Denmark,5.4M
Dominican Republic,9.1M
Algeria,32.6M
Ecuador,13.6M
Egypt,79.5M
Eritrea,2.6M
Spain,43.2M
Estonia,1.36M
Ethiopia,76.1M
Finland,5.23M
Fiji,874k
France,61.2M
"Micronesia, Fed. Sts.",112k
Gabon,1.42M
UK,60.2M
Georgia,4.06M
Ghana,21.9M
Guinea,9.06M
Gambia,1.62M
Guinea-Bissau,1.35M
Equatorial Guinea,900k
Greece,10.9M
Grenada,109k
Guatemala,12.8M
Guyana,762k
"Hong Kong, China",6.89M
Honduras,7.3M
Holy See,7.3M
Croatia,4.31M
Haiti,8.91M
Hungary,10.1M
Indonesia,228M
India,1.14B
Ireland,4.07M
Iran,70.3M
Iraq,27.6M
Iceland,292k
Israel,6.62M
Italy,58.2M
Jamaica,2.67M
Jordan,5.88M
Japan,128M
Kazakhstan,15.9M
Kenya,34.7M
Kyrgyz Republic,5.2M
Cambodia,13.2M
Kiribati,96.1k
St. Kitts and Nevis,46.3k
South Korea,47.7M
Kuwait,2.16M
Lao,5.78M
Lebanon,4.6M
Liberia,3.16M
Libya,5.74M
St. Lucia,164k
Liechtenstein,34.4k
Sri Lanka,20.1M
Lesotho,1.97M
Lithuania,3.38M
Luxembourg,458k
Latvia,2.26M
Morocco,30M
Monaco,32.3k
Moldova,4.05M
Madagascar,18.6M
Maldives,301k
Mexico,104M
Marshall Islands,51.8k
North Macedonia,2.09M
Mali,13.1M
Malta,411k
Myanmar,47.1M
Montenegro,634k
Mongolia,2.54M
Mozambique,19.8M
Mauritania,2.87M
Mauritius,1.25M
Malawi,12.5M
Malaysia,25.3M
Namibia,1.94M
Niger,13.3M
Nigeria,141M
Nicaragua,5.27M
Netherlands,16.4M
Norway,4.59M
Nepal,26M
Nauru,10.1k
New Zealand,4.08M
Oman,2.4M
Pakistan,171M
Panama,3.25M
Peru,27.9M
Philippines,86.4M
Palau,19.8k
Papua New Guinea,6.33M
Poland,38.2M
North Korea,24.3M
Portugal,10.5M
Paraguay,5.39M
Palestine,3.48M
Qatar,773k
Romania,21.4M
Russia,145M
Rwanda,8.82M
Saudi Arabia,19.7M
Sudan,30.6M
Senegal,11M
Singapore,4.17M
Solomon Islands,475k
Sierra Leone,5.36M
El Salvador,6M
San Marino,28.2k
Somalia,10.3M
Serbia,7.57M
South Sudan,7.23M
Sao Tome and Principe,158k
Suriname,514k
Slovak Republic,5.38M
Slovenia,1.99M
Sweden,8.99M
Eswatini,1.07M
Seychelles,88.2k
Syria,18.3M
Chad,9.92M
Togo,5.7M
Thailand,65.5M
Tajikistan,6.79M
Turkmenistan,4.96M
Timor-Leste,929k
Tonga,105k
Trinidad and Tobago,1.35M
Tunisia,10.2M
Turkey,68.6M
Tuvalu,9820
Taiwan,22.7M
Tanzania,38.1M
Uganda,27.2M
Ukraine,48M
Uruguay,3.28M
USA,293M
Uzbekistan,26M
St. Vincent and the Grenadines,113k
Venezuela,26.3M
Vietnam,80.3M
Vanuatu,206k
Samoa,186k
Yemen,22.1M
South Africa,49M
Zambia,11.3M
Zimbabwe,12.4M
