country,1984
Afghanistan,11.2M
Angola,9.43M
Albania,2.96M
Andorra,42.3k
UAE,1.31M
Argentina,29.9M
Armenia,3.22M
Antigua and Barbuda,64.9k
Australia,15.6M
Austria,7.56M
Azerbaijan,6.71M
Burundi,4.93M
Belgium,9.87M
Benin,4.41M
Burkina Faso,7.77M
Bangladesh,97.8M
Bulgaria,8.95M
Bahrain,415k
Bahamas,249k
Bosnia and Herzegovina,4.3M
Belarus,9.88M
Belize,160k
Bolivia,6.28M
Brazil,133M
Barbados,255k
Brunei,212k
Bhutan,493k
Botswana,1.08M
Central African Republic,2.57M
Canada,25.7M
Switzerland,6.44M
Chile,12.2M
China,1.04B
Cote d'Ivoire,9.65M
Cameroon,9.48M
"Congo, Dem. Rep.",30.2M
"Congo, Rep.",2M
Colombia,28.6M
Comoros,378k
Cape Verde,343k
Costa Rica,2.67M
Cuba,10.1M
Cyprus,719k
Czech Republic,10.3M
Germany,78M
Djibouti,384k
Dominica,72.1k
Denmark,5.11M
Dominican Republic,6.29M
Algeria,21.3M
Ecuador,9.07M
Egypt,49.2M
Eritrea,1.77M
Spain,38.4M
Estonia,1.52M
Ethiopia,38.7M
Finland,4.88M
Fiji,707k
France,55.2M
"Micronesia, Fed. Sts.",87.2k
Gabon,834k
UK,56.5M
Georgia,5.33M
Ghana,13.4M
Guinea,5.48M
Gambia,826k
Guinea-Bissau,884k
Equatorial Guinea,365k
Greece,9.98M
Grenada,95.5k
Guatemala,7.63M
Guyana,774k
"Hong Kong, China",5.32M
Honduras,4.2M
Holy See,742
Croatia,4.73M
Haiti,6.07M
Hungary,10.6M
Indonesia,163M
India,755M
Ireland,3.52M
Iran,47.8M
Iraq,15.3M
Iceland,240k
Israel,4.03M
Italy,56.8M
Jamaica,2.26M
Jordan,2.65M
Japan,120M
Kazakhstan,15.8M
Kenya,18.5M
Kyrgyz Republic,4.04M
Cambodia,5.85M
Kiribati,65.2k
St. Kitts and Nevis,42.1k
South Korea,40.6M
Kuwait,1.82M
Lao,3.64M
Lebanon,3.15M
Liberia,2.17M
Libya,3.77M
St. Lucia,127k
Liechtenstein,26.6k
Sri Lanka,15.4M
Lesotho,1.58M
Lithuania,3.53M
Luxembourg,366k
Latvia,2.56M
Morocco,21.6M
Monaco,28.4k
Moldova,4.22M
Madagascar,10.1M
Maldives,184k
Mexico,73.5M
Marshall Islands,36.3k
North Macedonia,2M
Mali,8.21M
Malta,351k
Myanmar,35.9M
Montenegro,600k
Mongolia,1.87M
Mozambique,12.3M
Mauritania,1.65M
Mauritius,1.01M
Malawi,7.33M
Malaysia,14.8M
Namibia,1.07M
Niger,6.91M
Nigeria,82.5M
Nicaragua,3.62M
Netherlands,14.5M
Norway,4.14M
Nepal,17.1M
Nauru,8380
New Zealand,3.25M
Oman,1.25M
Pakistan,95.2M
Panama,2.15M
Peru,19.2M
Philippines,53.7M
Palau,13.3k
Papua New Guinea,3.41M
Poland,36.9M
North Korea,19.3M
Portugal,9.96M
Paraguay,3.41M
Palestine,1.69M
Qatar,348k
Romania,22.5M
Russia,142M
Rwanda,6.11M
Saudi Arabia,7.7M
Sudan,19.5M
Senegal,6.5M
Singapore,2.72M
Solomon Islands,273k
Sierra Leone,3.56M
El Salvador,4.8M
San Marino,22.3k
Somalia,6.43M
Serbia,7.88M
South Sudan,4.75M
Sao Tome and Principe,106k
Suriname,382k
Slovak Republic,5.12M
Slovenia,1.93M
Sweden,8.34M
Eswatini,681k
Seychelles,69.1k
Syria,10.3M
Chad,5.05M
Togo,3.33M
Thailand,49.4M
Tajikistan,4.48M
Turkmenistan,3.15M
Timor-Leste,687k
Tonga,98k
Trinidad and Tobago,1.17M
Tunisia,7.22M
Turkey,49.6M
Tuvalu,7900
Taiwan,19.3M
Tanzania,21.8M
Uganda,14.6M
Ukraine,50.9M
Uruguay,3M
USA,239M
Uzbekistan,17.4M
St. Vincent and the Grenadines,108k
Venezuela,17M
Vietnam,57.7M
Vanuatu,127k
Samoa,167k
Yemen,11M
South Africa,33.9M
Zambia,6.58M
Zimbabwe,8.39M
