country,pop,fertility,child,gdp,Avg_Temperature,Avg_Precipitation,Avg_Seasonality,Avg_Aridity,score
Peru,0.0011604047351456762,0.05828651715365412,0.04234092187268452,0.007731798418383939,0.0,0.0,0.0,0.0,0.8345229603962802
Philippines,0.008317715758429817,0.07880694030621335,0.03348978945456556,0.004361407322292712,0.0,0.0,0.0,0.0,2.1213203435596424
Poland,0.0019857145867762794,0.029482876461656538,0.005387386702088428,0.024364296920298446,0.0,0.0,0.0,0.0,9.318759880707615
Portugal,0.0004186962187268786,0.01633042726759203,0.004760621845029972,0.02550822533799446,0.0,0.0,0.0,0.0,5.153015760559192
Qatar,0.0006426064135765443,0.0970289314870385,0.002507345118070028,0.06339030625370784,0.0,0.0,0.0,0.0,0.9258200997725514
Romania,0.0020880246366278706,0.04249022634868597,0.01439520736926932,0.023607283130958983,0.0,0.0,0.0,0.0,16.344505411386947
Russia,0.008500637630419553,0.03948535119245775,0.008833566607997218,0.016545475635245475,0.0,0.0,0.0,0.0,72.1045867374013
Rwanda,0.001254645246727593,0.11508334397739492,0.19094803614035671,0.002569982418966472,0.0,0.0,0.0,0.0,0.3535533905932738
Saudi Arabia,0.0047321864479980165,0.14254126337681386,0.02174354911381413,0.0419408746289754,0.0,0.0,0.0,0.0,0.7440238091428449
Senegal,0.0017365768052078267,0.048343816294056374,0.077438252174654,0.0021978069466594115,0.0,0.0,0.0,0.0,1.0690449676496976
Serbia,0.0006389201365352118,0.026628569265099444,0.010891701816943287,0.011948611685442104,0.0,0.0,0.0,0.0,10.743768958264667
Sierra Leone,0.0008323114852443349,0.09484038849099269,0.07281202843499135,0.001706725591296243,0.0,0.0,0.0,0.0,0.7071067811865476
Slovakia,0.0002449824272743247,0.040440331404093754,0.002617978741316994,0.018868687178773057,0.0,0.0,0.0,0.0,6.300510183423923
Slovenia,7.99143749719973e-05,0.040991715305327185,0.0027634558006215237,0.008568690648343473,0.0,0.0,0.0,0.0,3.2071349029490923
Solomon Islands,7.664102176249033e-05,0.04804122043785898,0.021044614288022047,0.0042671436204100134,0.0,0.0,0.0,0.0,0.3535533905932738
Somalia,0.0021815680961571335,0.031002282653568473,0.17803273105351902,0.0014257123432015867,0.0,0.0,0.0,0.0,0.4629100498862757
South Africa,0.0023595775428561262,0.0462544821816983,0.06541944321055171,0.004656852753053711,0.0,0.0,0.0,0.0,8.659222993845514
South Korea,0.000552026913426702,0.03397769569153798,0.004915930851156036,0.023403038864302575,0.0,0.0,0.0,0.0,6.187545093630775
Spain,0.000790529086555691,0.01824510624689507,0.0012955340429258902,0.025508513416612397,0.0,0.0,0.0,0.0,9.21857596688029
Sri Lanka,0.0005809295345975244,0.014393461840130026,0.026142628237916965,0.010914541056446146,0.0,0.0,0.0,0.0,0.5175491695067657
Sudan,0.0048088115604159685,0.030730403835523553,0.03524792651777593,0.002228792680260615,0.0,0.0,0.0,0.0,0.7559289460184544
Suriname,2.569524628310601e-05,0.015553316644457391,0.006133796223589939,0.013925132259285421,0.0,0.0,0.0,0.0,0.4629100498862757
Sweden,0.00016866588683815388,0.029377761028090657,0.0028632730985404717,0.01755304185873438,0.0,0.0,0.0,0.0,9.372261504796251
Switzerland,0.00014889940813849481,0.021977101208924474,0.005498468216933118,0.044613018889583925,0.0,0.0,0.0,0.0,5.75543221661067
Syria,0.0018642798074391825,0.08671081523045089,0.015627197471208613,0.014548146945400891,0.0,0.0,0.0,0.0,1.0690449676496976
Tajikistan,0.0007680930091597139,0.06607070447568447,0.05188824878979933,0.005426466637724869,0.0,0.0,0.0,0.0,1.7728105208558365
Tanzania,0.007012705990724563,0.02874305622741825,0.05824608917126361,0.001967793434394282,0.0,0.0,0.0,0.0,1.6420805617960925
Thailand,0.0010568957583164834,0.023139533753771133,0.010399325158621988,0.007054593280286645,0.0,0.0,0.0,0.0,4.0686080455816125
Togo,0.000929056051441267,0.0301105217665652,0.045389444532160185,0.0019773838556132405,0.0,0.0,0.0,0.0,0.46291004988627577
Trinidad and Tobago,2.0316218715176605e-05,0.025884997934933828,0.022767947307026276,0.017965753634100703,0.0,0.0,0.0,0.0,2.604940361258638
Tunisia,0.00033860710287056893,0.052077121511512864,0.01790610385871998,0.001579732857062772,0.0,0.0,0.0,0.0,5.1530157605591915
Turkey,0.003924027549473846,0.04031416950074973,0.046782542383713835,0.01789757010695781,0.0,0.0,0.0,0.0,6.4142698058981855
Turkmenistan,0.0005559841770021707,0.05209586383387888,0.04068494654345016,0.02243817023997992,0.0,0.0,0.0,0.0,1.5059406173077154
UAE,0.001956746398651995,0.13432312667441937,0.006973080002183789,0.1706600978201806,0.0,0.0,0.0,0.0,1.0690449676496976
USA,0.006823027430041062,0.009807583782138439,0.010453431515083393,0.03546453604694164,0.0,0.0,0.0,0.0,13.60081405126704
Uganda,0.005502754808393467,0.07479801652849291,0.10030039259455988,0.001844920711798555,0.0,0.0,0.0,0.0,2.2038926600773587
Ukraine,0.00461361331565483,0.02407587454649638,0.005634556188968572,0.01834037247458246,0.0,0.0,0.0,0.0,25.368357680949142
Uruguay,0.00010295593909696736,0.025659580062733924,0.0038905751147172442,0.0118339162357514,0.0,0.0,0.0,0.0,0.8345229603962802
Uzbekistan,0.001862608563980131,0.09231439982939482,0.03313716846887698,0.006612287568710989,0.0,0.0,0.0,0.0,8.484229066753375
Venezuela,0.0015323651483270168,0.0391776422278413,0.05380472916506695,0.04014045862287734,0.0,0.0,0.0,0.0,3.3354160160315836
Vietnam,0.003890638102324495,0.0613010789033556,0.01891069416205169,0.011164621403344772,0.0,0.0,0.0,0.0,2.100170061141308
Zambia,0.002409633298853367,0.05620482216363006,0.08750929111379906,0.0020239302700876603,0.0,0.0,0.0,0.0,1.6690459207925603
Zimbabwe,0.0006842110154024035,0.04063718498919204,0.08283092454832645,0.0056083733967459545,0.0,0.0,0.0,0.0,2.138089935299395
