country_name,slug_game,rank_position
Vietnam,tokyo-2020,2
"Virgin Islands, British",tokyo-2020,1
Zambia,athens-2004,1
Zambia,atlanta-1996,4
Zambia,barcelona-1992,3
Zambia,rio-2016,1
Zambia,sydney-2000,1
Zambia,tokyo-2020,4
Zimbabwe,athens-2004,4
Zimbabwe,atlanta-1996,1
Zimbabwe,beijing-2008,6
Zimbabwe,london-2012,3
Zimbabwe,rio-2016,1
Zimbabwe,sydney-2000,1
