country,1948
Afghanistan,0.922041105598866
Albania,0.6054807465154737
Algeria,0.5913064020789038
Andorra,0.463843290491058
Angola,0.7424994094023151
Antigua and Barbuda,0.24167257264351522
Argentina,0.15473659343255375
Armenia,0.26057169855894163
Australia,0.009922041105598856
Austria,0.11693834160170093
Azerbaijan,0.3314434207417907
Bahamas,0.06189463737302149
Bahrain,0.678714859437751
Bangladesh,0.7377746279234585
Barbados,0.5204346798960547
Belarus,0.25820930781951335
Belgium,0.08740845735884716
Belize,0.34798015591778875
Benin,0.7755728797543113
Bhutan,0.8393574297188755
Bolivia,0.6905268131348925
Bosnia and Herzegovina,0.4448381762343492
Botswana,0.5487833687691944
Brazil,0.46609969288920383
Brunei,0.30309473186865105
Bulgaria,0.4023151429246397
Burkina Faso,0.8417198204583037
Burundi,0.6480037798251831
Cambodia,0.6598157335223246
Cameroon,0.7968343964091661
Canada,0.05693361682022206
Cape Verde,0.5464209780297661
Central African Republic,0.7472241908811718
Chad,0.7401370186628868
Chile,0.4897236002834868
China,0.6858020316560359
Colombia,0.428301441058351
Comoros,0.6834396409166076
"Congo, Dem. Rep.",0.6810772501771792
"Congo, Rep.",0.5700448854240491
Costa Rica,0.2960075596503661
Cote d'Ivoire,0.8724309000708717
Croatia,0.2511221356012284
Cuba,0.04724781478856603
Cyprus,0.19678714859437746
Czech Republic,0.15473659343255375
Denmark,0.025750059059768488
Djibouti,0.7141507205291755
Dominica,0.463843290491058
Dominican Republic,0.3385305929600756
Ecuador,0.4944483817623435
Egypt,0.7944720056697377
El Salvador,0.47318686510748875
Equatorial Guinea,0.8062839593668792
Eritrea,0.7850224427120245
Estonia,0.17080085046066618
Eswatini,0.5440585872903377
Ethiopia,0.7543113630994566
Fiji,0.32435624852350575
Finland,0.06000472478147885
France,0.08362863217576184
Gabon,0.6102055279943303
Gambia,0.9078667611622963
Georgia,0.2463973541223718
Germany,0.08291991495393337
Ghana,0.5653201039451925
Greece,0.07228915662650602
Grenada,0.2511221356012284
Guatemala,0.5818568391211906
Guinea,0.8299078667611622
Guinea-Bissau,0.7637609260571698
Guyana,0.2109614930309473
Haiti,0.7850224427120245
Holy See,0.463843290491058
Honduras,0.5818568391211906
"Hong Kong, China",0.463843290491058
Hungary,0.16371367824238126
Iceland,0.009449562957713209
India,0.5724072761634774
Indonesia,0.6739900779588943
Iran,0.8818804630285849
Iraq,0.7897472241908812
Ireland,0.0699267658870777
Israel,0.03732577368296716
Italy,0.15308291991495393
Jamaica,0.2204110559886605
Japan,0.16394991731632408
Jordan,0.6078431372549019
Kazakhstan,0.2747460429955114
Kenya,0.7117883297897472
Kiribati,0.5109851169383416
Kuwait,0.4637373021497755
Kyrgyz Republic,0.381053626269785
Lao,0.6432789983463264
Latvia,0.22986061894637372
Lebanon,0.2345854004252303
Lesotho,0.5393338058114812
Liberia,0.6976139853531774
Libya,0.773210489014883
Liechtenstein,0.463843290491058
Lithuania,0.2747460429955114
Luxembourg,0.15308291991495393
Madagascar,0.6881644223954642
Malawi,0.8535317741554452
Malaysia,0.3692416725726435
Maldives,0.7921096149303094
Mali,0.9834632648240019
Malta,0.0933144342074179
Marshall Islands,0.463843290491058
Mauritania,0.6928892038743207
Mauritius,0.6432789983463264
Mexico,0.43066383179777934
"Micronesia, Fed. Sts.",0.29364516891093784
Moldova,0.26057169855894163
Monaco,0.463843290491058
Mongolia,0.6527285613040397
Montenegro,0.27238365225608313
Morocco,0.6102055279943303
Mozambique,0.7165131112686038
Myanmar,0.827545476021734
Namibia,0.3692416725726435
Nauru,0.463843290491058
Nepal,0.7354122371840301
Netherlands,0.014174344436569813
New Zealand,0.01511930073234112
Nicaragua,0.5133475076777698
Niger,0.7779352704937397
Nigeria,0.8062839593668792
North Korea,0.4873612095440586
North Macedonia,0.3408929836995039
Norway,0.015591778880226781
Oman,0.8795180722891566
Pakistan,0.8251830852823057
Palau,0.463843290491058
Palestine,0.48499881880463025
Panama,0.25820930781951335
Papua New Guinea,0.6172927002126152
Paraguay,0.18025041341837938
Peru,0.6645405150011812
Philippines,0.32435624852350575
Poland,0.3314434207417907
Portugal,0.30309473186865105
Qatar,0.41885187810063784
Romania,0.47318686510748875
Russia,0.3645168910937869
Rwanda,0.5818568391211906
Samoa,0.3314434207417907
San Marino,0.463843290491058
Sao Tome and Principe,0.4897236002834868
Saudi Arabia,0.6716276872194661
Senegal,0.7708480982754548
Serbia,0.2747460429955114
Seychelles,0.2109614930309473
Sierra Leone,0.9999999999999999
Singapore,0.2015119300732341
Slovak Republic,0.28892038743208126
Slovenia,0.041105598866052445
Solomon Islands,0.6527285613040397
Somalia,0.7165131112686038
South Africa,0.5346090243326246
South Korea,0.7377746279234585
South Sudan,0.8417198204583037
Spain,0.1660760689818096
Sri Lanka,0.27238365225608313
St. Kitts and Nevis,0.463843290491058
St. Lucia,0.3645168910937869
St. Vincent and the Grenadines,0.4023151429246397
Sudan,0.49208599102291517
Suriname,0.25820930781951335
Sweden,0.0
Switzerland,0.03354594849988188
Syria,0.5865816206000473
Taiwan,0.3527049373966454
Tajikistan,0.4708244743680604
Tanzania,0.5983935742971888
Thailand,0.4566501299314907
Timor-Leste,0.898417198204583
Togo,0.7070635483108906
Tonga,0.25820930781951335
Trinidad and Tobago,0.14953933380581147
Tunisia,0.7212378927474604
Turkey,0.6810772501771792
Turkmenistan,0.46609969288920383
Tuvalu,0.463843290491058
UAE,0.678714859437751
UK,0.02456886369005433
USA,0.023623907394283022
Uganda,0.6432789983463264
Ukraine,0.25820930781951335
