country,2012
Albania,0.11026033690658499
Algeria,0.30627871362940273
Andorra,0.03981623277182236
Angola,0.7718223583460949
Argentina,0.19908116385911173
Armenia,0.0995405819295559
Australia,0.14241960183767227
Austria,0.06738131699846858
Azerbaijan,0.17457886676875956
Bahamas,0.11638591117917302
Bahrain,0.1699846860643185
Bangladesh,0.1929555895865237
Barbados,0.11179173047473201
Belarus,0.09494640122511486
Belgium,0.11944869831546706
Benin,0.678407350689127
Bosnia and Herzegovina,0.03828483920367534
Botswana,0.3169984686064318
Brazil,0.11791730474732004
Bulgaria,0.07656967840735068
Burkina Faso,0.7335375191424196
Burundi,0.7641653905053598
Cameroon,0.6094946401225115
Canada,0.09647779479326185
Cape Verde,0.17611026033690658
Central African Republic,0.7733537519142418
Chile,0.1225114854517611
China,0.1225114854517611
Colombia,0.1378254211332312
Congo Dem. Rep.,0.8514548238897396
Congo Rep.,0.5803981623277182
Costa Rica,0.13016845329249616
Croatia,0.07963246554364473
Cuba,0.10260336906584988
Cyprus,0.05819295558958651
Czech Republic,0.0689127105666156
Denmark,0.11026033690658499
Djibouti,0.34609494640122507
Dominican Republic,0.22970903522205205
Ecuador,0.23124042879019902
Egypt,0.36753445635528326
El Salvador,0.1822358346094946
Eritrea,0.5222052067381316
Estonia,0.08575803981623278
Eswatini,0.3476263399693721
Ethiopia,0.5957120980091882
Federated States of Micronesia,0.333843797856049
Fiji,0.24655436447166917
Finland,0.1225114854517611
France,0.15160796324655434
Gabon,0.4732006125574272
Georgia,0.14241960183767227
Germany,0.06278713629402755
Ghana,0.4823889739663093
Great Britain,0.13935681470137823
Greece,0.0535987748851455
Grenada,0.1485451761102603
Guatemala,0.33996937212863704
Guinea-Bissau,0.6125574272588055
Guyana,0.26033690658499237
Haiti,0.3552833078101072
Honduras,0.29555895865237364
Hong Kong China,0.032159264931087284
Hungary,0.05053598774885146
Iceland,0.15773353751914237
India,0.22511485451761104
Indonesia,0.23124042879019902
Iran,0.13016845329249616
Iraq,0.5421133231240428
Ireland,0.15160796324655434
Israel,0.3139356814701378
Italy,0.06431852986217457
Ivory Coast,0.6416539050535988
Jamaica,0.0995405819295559
Japan,0.05819295558958651
Jordan,0.3935681470137825
Kazakhstan,0.25114854517611024
Kenya,0.47779479326186824
Kiribati,0.4241960183767228
Kuwait,0.15160796324655434
Kyrgyzstan,0.333843797856049
Latvia,0.06738131699846858
Lebanon,0.20673813169984684
Liberia,0.5941807044410413
Lithuania,0.09035222052067382
Luxembourg,0.08728943338437978
Madagascar,0.552833078101072
Malaysia,0.17151607963246557
Mali,0.8453292496171515
Malta,0.06431852986217457
Mauritius,0.07350689127105664
Mexico,0.19754977029096477
Moldova,0.10107197549770292
Monaco,0.19754977029096477
Mongolia,0.2664624808575804
Montenegro,0.11179173047473201
Morocco,0.23583460949464014
Mozambique,0.6921898928024501
Myanmar,0.19601837672281774
Namibia,0.41041347626339963
Nauru,0.47779479326186824
Netherlands,0.11026033690658499
New Zealand,0.16692189892802445
Nicaragua,0.23430321592649306
Nigeria,0.7350689127105665
North Korea,0.13476263399693716
North Macedonia,0.10872894333843797
Norway,0.13016845329249616
Oman,0.29555895865237364
Pakistan,0.4900459418070444
Panama,0.24349157733537513
Papua New Guinea,0.4211332312404288
Paraguay,0.2542113323124043
Peru,0.20826952526799386
Philippines,0.3277182235834609
Poland,0.05053598774885146
Portugal,0.04287901990811638
Qatar,0.15926493108728945
Romania,0.0781010719754977
Russia,0.10872894333843797
Rwanda,0.4900459418070444
Samoa,0.5436447166921898
San Marino,0.0444104134762634
Saudi Arabia,0.2725880551301684
Senegal,0.6324655436447166
Serbia,0.06738131699846858
Seychelles,0.21592649310872897
Sierra Leone,0.6217457886676875
Singapore,0.0045941807044410365
Slovakia,0.05972434915773353
Slovenia,0.09035222052067382
Solomon Islands,0.5099540581929556
Somalia,0.9509954058192954
South Africa,0.222052067381317
South Korea,0.041347626339969384
Spain,0.049004594180704436
Sri Lanka,0.17917304747320056
St. Kitts and Nevis,0.10872894333843797
St. Lucia,0.07656967840735068
Sudan,0.6171516079632465
Suriname,0.25574272588055125
Sweden,0.1378254211332312
Switzerland,0.07963246554364473
Syria,0.33996937212863704
Tajikistan,0.3705972434915773
Tanzania,0.6339969372128637
Thailand,0.08575803981623278
Togo,0.5895865237366003
Tonga,0.4241960183767228
Trinidad and Tobago,0.09341500765696784
Tunisia,0.19601837672281774
Turkey,0.1699846860643185
Turkmenistan,0.30015313935681465
UAE,0.08116385911179172
USA,0.13169984686064318
Uganda,0.7243491577335375
Ukraine,0.08116385911179172
Uruguay,0.15467075038284833
Uzbekistan,0.20520673813169982
Venezuela,0.21133231240428785
Vietnam,0.1485451761102603
Zambia,0.6339969372128637
Zimbabwe,0.47932618683001527
